Number,Easting,Northing,Elevation,Code
1264,479985.5155,1850307.595,311.8205,EOK
1265,479981.681,1850306.116,311.0372,SP
1266,479975.5898,1850304.368,310.0016,SP
1267,479974.1436,1850303.481,309.98,WL
1268,479970.5257,1850302.738,309.6705,SP
1269,479964.7323,1850301.093,309.6597,SP
1270,479959.7133,1850300.607,309.5013,SP
1271,479957.5125,1850300.957,309.6589,SP
1272,479955.1143,1850301.656,311.4576,EOK
1273,479950.459,1850300.882,311.9387,SP
1274,479945.709,1850300.194,311.5715,SP
1275,480001.1603,1850307.229,312.2686,SP
1276,479999.0731,1850314.462,312.3455,SP
1277,479997.313,1850321.093,311.974,SP
1278,479996.0088,1850326.63,312.1864,SP
1279,479991.0524,1850334.843,312.1586,SP
1280,479987.0419,1850342.513,312.0735,SP
1281,479982.6469,1850351.659,311.8531,SP
1282,479976.2385,1850364.73,311.7118,SP
1283,479970.6054,1850373.533,311.6232,SP
1284,479967.2161,1850377.002,311.4766,EOK
1285,479965.0407,1850378.094,310.5865,SP
1286,479964.349,1850378.099,309.6428,SP
1287,480003.4209,1850255.059,312.2188,SP
1288,479998.447,1850255.556,312.1215,SP
1289,479995.4198,1850256.19,311.8037,EOK
1290,480007.4135,1850255.894,312.3408,SP
1291,480005.7399,1850292.557,312.2585,SP
1292,480012.2368,1850298.96,312.1538,SP
1293,480008.5276,1850303.536,312.3649,SP
1294,480004.3419,1850312.061,312.0839,SP
1295,480004.6039,1850330.236,312.2429,SP
1296,480009.9453,1850334.525,312.0252,SP
1297,480021.1934,1850337.319,312.0034,SP
1298,480032.0382,1850340.958,312.1819,SP
1299,480043.2797,1850344.664,312.0551,SP
1300,480053.5674,1850347.021,311.8089,SP
1301,480063.5823,1850350.131,312.0147,SP
1302,480071.6277,1850354.825,312.056,SP
1303,480079.2546,1850358.358,311.9776,SP
1304,480089.0433,1850361.872,311.7442,SP
1305,480100.476,1850364.294,311.7912,SP
1306,480110.0309,1850366.126,312.0207,SP
1307,480117.1949,1850367.996,312.4553,SP
1308,480121.3329,1850370.264,311.6947,SP
1309,480111.2218,1850245.685,312.4442,SP
1310,480104.2792,1850244.108,312.2364,SP
1311,480094.7084,1850240.741,312.1531,SP
1312,480085.9122,1850238.819,311.9591,SP
1313,480075.8735,1850238.023,312.0341,SP
1314,480068.1492,1850238.306,312.3314,SP
1315,480059.5701,1850239.825,312.1131,SP
1316,480051.7506,1850241.123,312.4197,SP
1317,480045.0067,1850243.274,312.4926,SP
1318,480037.0109,1850245.032,312.4294,SP
1319,480028.4515,1850245.425,312.4409,SP
1320,480021.4413,1850247.26,312.1392,SP
1321,480014.4669,1850248.807,312.4238,SP
1322,480008.1054,1850250.584,312.2494,SP
1323,480003.8649,1850252.521,312.2161,SP
1324,480043.3156,1850144.651,312.5234,SP
1325,480050.1767,1850145.466,312.6752,SP
1326,480058.3788,1850147.676,312.7609,SP
1327,480065.8484,1850145.903,312.8479,SP
1328,480072.6565,1850144.782,312.8242,SP
1329,480085.3323,1850144.254,312.8451,SP
1330,480125.3028,1850093.119,316.8124,SP
1331,480123.5639,1850086.769,316.6713,SP
1332,480122.6171,1850078.223,315.9459,SP
1333,480124.4368,1850072.57,314.8164,SP
1334,480127.3774,1850067.796,314.1164,SP
1335,480129.3274,1850061.827,313.96,SP
1336,480128.8993,1850060.507,313.5,EOK
1337,480127.1835,1850057.887,312.1595,SP
1338,480127.2763,1850055.936,311.3608,SP
1339,480123.4306,1850054.706,310.7673,SP
1340,480119.6048,1850057.801,310.0226,SP
1341,480117.7968,1850060.844,310.2565,SP
1342,480115.0636,1850062.831,309.8782,SP
1343,480113.5679,1850061.743,309.8037,SP
1344,480112.3259,1850061.203,309.7015,SP
1345,479379.7239,1849006.487,315.6543,SP
1346,479384.7958,1849009.277,315.7051,SP
1347,479390.2829,1849012.236,315.7924,SP
1348,479396.3914,1849015.652,314.7787,SP
1349,479403.2623,1849019.345,315.6242,SP
1350,479408.2757,1849021.164,315.715,SP
1351,479394.0733,1849012.002,316.1422,SP
1352,479396.288,1849008.621,316.2694,SP
1353,479396.9833,1849007.759,317.1585,EOK
1354,479391.9566,1849016.017,316.2837,SP
1355,479375.4288,1848999.908,315.9251,SP
1356,479368.6847,1848992.839,315.4876,SP
1357,479363.1197,1848986.352,315.4293,SP
1358,479361.8869,1848982.883,316.3213,EOK
1359,479357.429,1848978.526,315.0434,SP
1360,479357.5784,1848978.614,315.4184,WL
1361,479353.6382,1848975.012,314.9894,SP
1362,479350.8246,1848970.612,315.0299,SP
1363,479346.7404,1848966.931,315.0063,SP
1364,479350.365,1848962.816,314.9251,SP
1365,479352.7511,1848960.004,314.5488,SP
1366,479352.3933,1848957.874,316.4418,EOK
1367,479350.67,1848955.373,317.051,SP
1368,479351.0559,1848951.825,318.235,SP
1369,479352.8715,1848947.148,319.266,SP
1370,479349.7385,1848942.393,321.5391,SP
1371,479347.8634,1848939.36,323.7704,SP
1372,479346.6764,1848936.941,325.196,SP
1373,479345.2573,1848934.179,326.2736,SP
1374,479400.1376,1848900.061,322.3914,SP
1375,479401.7898,1848902.615,321.3771,SP
1376,479404.3832,1848905.335,320.6733,SP
1377,479406.9093,1848910.107,319.5174,EOK
1378,479409.0637,1848911.565,317.6684,SP
1379,479414.7955,1848911.984,315.265,SP
1380,479417.5649,1848912.788,314.582,SP
1381,479418.8863,1848914.092,314.5712,SP
1382,479421.4074,1848915.867,314.8944,SP
1383,479424.9278,1848917.428,314.7548,SP
1384,479427.6462,1848919.062,314.5328,SP
1385,479430.899,1848920.347,315.1514,SP
1386,479434.7895,1848921.798,315.4409,SP
1387,479437.4163,1848923.345,316.8768,EOK
1388,479440.6765,1848927.259,318.0458,SP
1389,479444.4028,1848930.929,318.8905,SP
1390,479446.7668,1848934.076,320.0263,SP
1391,479329.8169,1849059.366,316.1148,SP
1392,479334.298,1849064.946,318.7476,SP
1393,479325.7882,1849053.446,318.7686,SP
1394,479317.3029,1849047.176,319.0112,SP
1395,479313.6181,1849043.883,318.5219,EOK
1396,479309.6101,1849040.609,317.5401,SP
1397,479304.4877,1849037.642,315.7864,SP
1398,479302.9042,1849036.797,315.5027,WL
1399,479299.7345,1849035.276,315.0856,SP
1400,479295.8519,1849031.644,315.0309,SP
1401,479291.9459,1849030.177,314.7699,SP
1402,479287.6324,1849026.86,314.6834,SP
1403,479284.3837,1849023.638,314.952,SP
1404,479276.8675,1849021.507,316.9559,EOK
1405,479275.823,1849017.539,318.2889,SP
1406,479272.6452,1849012.026,318.5068,SP
1407,479268.0412,1849006.523,318.9695,SP
1408,479264.3746,1849001.734,319.8342,SP
1409,479260.4206,1848997.553,321.101,SP
1410,479255.2947,1848993.469,321.5218,SP
1411,479249.5035,1848989.07,321.8872,SP
1412,479244.6171,1848984.992,321.5625,SP
1413,479241.9913,1848982.414,320.6462,SP
1414,479237.3182,1848976.186,319.716,SP
1415,479233.2668,1848973,319.1278,SP
1416,479199.6574,1849033.571,320.0428,SP
1417,479206.3635,1849046.702,318.3696,SP
1418,479212.1991,1849055.081,317.6832,SP
1419,479219.2243,1849062.284,317.2952,SP
1420,479229.2113,1849064.181,317.4751,EOK
1421,479235.4435,1849070.129,315.4722,SP
1422,479234.3568,1849068.943,315.6528,SP
1423,479237.606,1849071.26,315.4341,SP
1424,479236.6823,1849077.544,315.0481,SP
1425,479235.5776,1849081.117,314.642,SP
1426,479235.1758,1849086.118,314.6045,SP
1427,479231.7195,1849089.941,314.5327,SP
1428,479234.613,1849089.36,314.3687,SP
1429,479236.7163,1849091.314,314.6661,SP
1430,479238.2856,1849094.818,314.7253,SP
1431,479239.8133,1849097.489,314.6765,SP
1432,479242.8625,1849099.854,314.8175,SP
1433,479243.7149,1849103.953,317.3178,EOK
1434,479247.7016,1849108.346,318.4196,SP
1435,479251.3364,1849113.44,319.8993,SP
1436,479252.3375,1849119.807,320.3492,SP
1437,479250.8313,1849127.398,320.2063,SP
1438,479149.7117,1849172.17,319.4942,SP
1439,479146.2686,1849168.093,319.5411,SP
1440,479142.5078,1849164.773,318.3097,SP
1441,479139.4929,1849161.387,317.7043,EOK
1442,479136.5844,1849159.364,316.6393,SP
1443,479127.6024,1849147.561,314.4016,SP
1444,479133.1314,1849149.563,314.9355,SP
1445,479126.6247,1849142.184,314.1486,SP
1446,479124.6549,1849138.917,313.8466,SP
1447,479123.6296,1849137.664,313.2981,SP
1448,479120.8341,1849125.856,320.5523,SP
1449,479119.5394,1849125.032,321.8425,SP
1450,479117.6321,1849123.478,322.909,EOK
1451,479114.7803,1849121.095,323.2015,SP
1452,479109.5077,1849118.464,323.2315,SP
1453,479053.1468,1849203.669,314.628,SP
1454,479049.0436,1849199.952,314.9469,SP
1455,479044.8282,1849198.412,314.063,SP
1456,479039.7764,1849197.1,316.2778,SP
1457,479038.1009,1849195.627,317.3008,SP
1458,479057.2191,1849203.743,314.4075,SP
1459,479061.304,1849206.315,314.2805,SP
1460,479065.4102,1849209.693,314.48,SP
1461,479068.6797,1849215.474,314.5384,SP
1462,479074.2081,1849218.629,315.8165,EOK
1463,479077.5198,1849222.153,316.7447,SP
1464,479084.2101,1849225.697,316.2349,SP
1465,479047.1416,1849306.059,316.3604,SP
1466,479041.5989,1849305.66,316.221,SP
1467,479035.2403,1849310.047,316.5577,SP
1468,479032.2716,1849310.931,316.3722,EOK
1469,479030.8131,1849311.075,315.8426,SP
1470,479028.9182,1849311.329,315.6598,SP
1471,479023.7107,1849311.395,313.9067,SP
1472,479017.7686,1849310.82,313.7472,SP
1473,479012.5293,1849311.734,313.6572,SP
1474,479008.4856,1849310.436,313.3594,SP
1475,479007.3131,1849306.83,313.6146,SP
1476,479005.7061,1849305.514,316.4901,EOK
1477,478987.0282,1849397.816,314.395,SP
1478,478981.3972,1849397.863,314.9052,SP
1479,478976.8107,1849396.511,316.2839,SP
1480,478972.1381,1849396.752,316.3374,SP
1481,478978.5459,1849395.723,315.7342,EOK
1482,478995.6781,1849398.497,313.83,SP
1483,479000.3526,1849397.208,313.5281,SP
1484,479003.5588,1849396.389,313.3074,SP
1485,479007.1319,1849394.352,313.6299,SP
1486,479008.9323,1849393.577,314.1163,WL
1487,479012.3408,1849396.702,316.0372,EOK
1488,479016.4863,1849397.558,316.3113,SP
1489,479019.4241,1849399.231,316.0398,SP
1490,479369.6722,1849060.977,318.9493,SP
1491,479366.2137,1849058.522,318.0989,SP
1492,479361.8222,1849055.775,317.3007,SP
1493,479411.4179,1848989.067,319.0528,SP
1494,479413.9971,1848986.638,318.9942,SP
1495,479417.7044,1848980.21,319.411,SP
1496,479420.8258,1848977.29,319.1537,SP
1497,479423.6627,1848980.4,319.0229,SP
1498,479427.8415,1848982.845,318.8243,SP
1499,479430.5894,1848985.392,318.6917,SP
1500,479416.9812,1848977.145,319.2357,SP
1501,479413.9774,1848973.694,319.4334,SP
1502,479410.4448,1848970.571,319.4124,SP
1503,479421.3976,1848975.347,319.0639,SP
1504,479425.1418,1848970.112,319.1246,SP
1505,479428.8149,1848964.533,321.1555,SP
1506,479434.1375,1848962.056,323.2822,SP
1507,479437.4754,1848960.819,324.325,SP
1508,479436.056,1848958.45,324.4376,SP
1509,479433.9378,1848956.086,324.3911,SP
1510,479432.4312,1848953.605,323.1772,SP
1511,479431.316,1848951.879,322.5664,SP
1512,479458.45,1848945.931,329.5677,SP
1513,479457.087,1848945.171,329.736,SP
1514,479456.066,1848943.173,328.6114,SP
1515,479455.8655,1848942.533,328.1647,SP
1516,479461.7698,1848946.662,330.5937,SP
1517,479465.1934,1848944.554,331.5388,SP
1518,479468.3633,1848940.807,332.5749,SP
1519,479473.3109,1848938.731,333.6211,SP
1520,479476.2988,1848936.268,334.4867,SP
1521,479479.5137,1848934.549,335.0717,SP
1522,479479.2925,1848932.47,334.4487,SP
1523,479478.4996,1848931.216,334.0638,SP
1524,479481.8956,1848932.511,335.6175,SP
1525,479488.3884,1848930.973,336.8974,SP
1526,479494.6768,1848928.007,338.0595,SP
1527,479497.7393,1848923.276,337.8689,SP
1528,479496.9154,1848922.017,337.3043,SP
1529,479495.7385,1848920.593,336.1854,SP
1530,479588.641,1848885.372,359.6159,SP
1531,479601.6981,1848885.652,363.1333,SP
1532,479605.0747,1848891.666,362.4781,SP
1533,479611.5798,1848893.858,362.9042,SP
1534,479625.35,1848896.53,367.0295,SP
1535,479636.143,1848901.201,367.7251,SP
1536,479643.7572,1848904.889,366.614,SP
1537,479652.8433,1848908.084,365.9169,SP
1538,479663.9336,1848912.036,365.1313,SP
1539,479675.7234,1848915.591,366.0681,SP
1540,479683.5705,1848917.735,366.7048,SP
1541,479689.0978,1848922.404,366.831,SP
1542,479702.3536,1848925.694,368.6387,SP
1543,479713.1993,1848929.547,369.7386,SP
1544,479726.2826,1848932.848,373.5175,SP
1545,479736.281,1848938.303,372.4686,SP
1546,479745.9604,1848941.413,370.7095,SP
1547,479756.0495,1848945.191,367.8784,SP
1548,479770.4504,1848951.385,364.2109,SP
1549,479782.2869,1848955.188,361.0918,SP
1550,479791.7887,1848957.031,358.9031,SP
1551,479802.3303,1848961.334,356.5477,SP
1552,479813.1098,1848964.834,352.776,SP
1553,479820.2624,1848968.652,349.517,SP
1554,479829.4281,1848970.912,345.048,SP
1555,479839.857,1848973.942,342.3404,SP
1556,479846.5381,1848976.789,339.5678,SP
1557,479853.8463,1848979.223,335.9883,SP
1558,479863.2289,1848982.264,331.5663,SP
1559,479869.195,1848984.446,328.1019,SP
1560,479872.6534,1848986.86,326.4546,EOK
1561,479874.8922,1848987.878,325.4886,SP
1562,479888.7273,1848992.951,322.7789,SP
1563,479887.407,1848991.329,322.6261,EOK
1564,479884.2135,1848989.955,321.0363,SP
1565,479882.2859,1848989.676,321.0929,SP
1566,479898.2638,1848999.047,322.6412,SP
1567,479905.5513,1848998.684,322.1402,SP
1568,479912.5062,1849004.382,322.2747,SP
1569,479923.9005,1849007.78,322.97,SP
1570,479934.3568,1849010.003,323.085,SP
1571,479945.1608,1849013.271,323.3259,SP
1572,479958.5065,1849017.678,323.3055,SP
1573,479970.3604,1849020.878,323.1649,SP
1574,479981.9788,1849024.627,323.3943,SP
1575,479985.3683,1849018.779,323.11,SP
1576,479988.742,1849012.278,323.0477,SP
1577,479990.2249,1849006.805,323.117,EOK
1578,479990.7579,1849002.664,321.7262,SP
1579,479993.3036,1848997.332,321.8606,SP
1580,479995.5206,1848995.1,322.239,EOK
1581,479995.3638,1848989.671,323.3928,SP
1582,479998.8311,1848981.973,324.4471,SP
1583,480003.3595,1848972.579,324.4744,SP
1584,480006.4787,1848962.544,324.5962,SP
1585,480009.841,1848952.745,324.785,SP
1586,480013.8466,1848944.367,325.2035,SP
1587,480017.1729,1848934.487,325.8624,SP
1588,480019.5968,1848924.814,326.4492,SP
1589,480022.2855,1848916.295,327.1925,SP
1590,480026.7829,1848909.143,327.4749,SP
1591,480031.7548,1848892.638,330.4253,SP
1592,480033.9824,1848885.764,331.0592,SP
1593,480038.0649,1848874.858,330.8227,SP
1594,480039.9827,1848864.717,330.5495,SP
1595,480042.7447,1848858.034,329.091,SP
1596,480044.2251,1848854.405,328.0801,SP
1597,480047.7936,1848845.224,329.5832,SP
1598,480049.2518,1848837.797,330.2261,SP
1599,480041.9862,1848836.939,331.9981,SP
1600,480032.9384,1848832.321,334.6735,SP
1601,480025.5121,1848829.304,336.5325,SP
1602,480014.0938,1848824.928,338.9194,SP
1603,480003.6557,1848821.332,341.1683,SP
1604,480002.3328,1848820.819,340.6808,SP
1605,479996.7401,1848819.763,342.6288,SP
1606,479990.6924,1848816.627,345.0848,SP
1607,479984.1409,1848814.039,347.6394,SP
1608,480609,1849540.479,371.2511,
1609,480609.0251,1849540.348,371.2044,TEST GNSS05
1610,480618.7214,1849545.221,375.5623,SP
1611,480615.7489,1849546.695,374.1953,SP
1612,480613.4662,1849547.364,373.3982,SP
1613,480608.7833,1849547.107,371.1988,SP
1614,480607.6813,1849552.213,371.1004,SP
1615,480607.679,1849560.797,371.2867,SP
1616,480608.1368,1849569.323,371.1812,SP
1617,480609.0104,1849576.27,371.4412,SP
1618,480613.629,1849572.811,373.0889,SP
1619,480621.4104,1849573.564,375.0446,SP
1620,480618.842,1849574.277,374.2976,SP
1621,480619.5734,1849599.255,372.9833,SP
1622,480614.6129,1849599.985,371.7707,SP
1623,480612.8487,1849600.6,371.4936,SP
1624,480609.054,1849598.834,369.6792,SP
1625,480610.2635,1849607.548,369.3671,SP
1626,480610.2584,1849616.034,369.2584,SP
1627,480608.6607,1849625.55,368.7181,SP
1628,480613.0985,1849623.87,371.4141,SP
1629,480618.3896,1849623.798,373.2784,SP
1630,480621.0232,1849622.926,374.9885,SP
1631,480621.8186,1849648.421,371.533,SP
1632,480615.5696,1849648.199,370.2867,SP
1633,480611.7668,1849647.948,368.6969,SP
1634,480611.9657,1849655.636,367.8024,SP
1635,480611.853,1849663.079,366.1912,SP
1636,480612.9014,1849671.793,365.8938,SP
1637,480612.9065,1849675.341,365.6379,SP
1638,480616.2381,1849672.893,366.3006,SP
1639,480622.7958,1849673.831,366.9656,SP
1640,480619.3717,1849673.518,366.5635,SP
1641,480613.4328,1849699.396,364.1565,SP
1642,480616.7265,1849700.534,363.7909,SP
1643,480619.5152,1849701.363,362.3064,SP
1644,480610.8413,1849701.107,363.5883,EOL
1645,480609.3477,1849698.699,363.5965,SP
1646,480606.8427,1849700.54,363.3514,SP
1647,480603.9576,1849707.34,362.3698,SP
1648,480599.1296,1849712.3,361.5189,SP
1649,480592.1008,1849716.881,360.2213,SP
1650,480594.3134,1849718.343,360.3494,SP
1651,480595.7218,1849720.292,360.8336,SP
1652,480598.9149,1849724.29,362.3684,SP
1653,480579.8963,1849741.189,360.1126,SP
1654,480579.9539,1849741.795,360.5754,SP
1655,480578.4047,1849739.951,359.9489,SP
1656,480576.7846,1849737.265,360.0102,SP
1657,480574.3165,1849733.232,357.2038,SP
1658,480574.8012,1849733.867,357.6308,SP
1659,480570.3619,1849734.142,356.7305,SP
1660,480565.4717,1849738.045,356.0976,SP
1661,480560.1288,1849742.957,355.4028,SP
1662,480553.3483,1849748.453,354.6414,SP
1663,480554.5577,1849750.089,354.7787,SP
1664,480561.013,1849757.293,358.3815,SP
1665,480559.3257,1849754.339,357.9624,SP
1666,480557.7853,1849752.718,357.332,SP
1667,480542.6498,1849773.338,356.9539,SP
1668,480539.4349,1849772.804,355.6778,SP
1669,480537.9139,1849771.297,354.8731,SP
1670,480536.3434,1849769.511,353.136,SP
1671,480535.23,1849769.707,352.3957,SP
1672,480536.0823,1849763.876,352.4305,SP
1673,480531.8919,1849766.23,351.9724,SP
1674,480525.0841,1849770.918,351.4788,SP
1675,480518.1756,1849776.13,350.6738,SP
1676,480513.3674,1849780.157,350.3456,SP
1677,480516.6854,1849782.433,350.4851,SP
1678,480523.0575,1849789.574,354.0323,SP
1679,480519.9501,1849786.827,352.5908,SP
1680,480498.8491,1849801.712,350.345,SP
1681,480500.2345,1849805.727,350.6899,SP
1682,480497.0824,1849798.885,349.831,SP
1683,480496.2188,1849797.722,349.3737,SP
1684,480496.5813,1849793.844,348.7523,SP
1685,480491.3725,1849794.287,348.224,SP
1686,480483.4524,1849799.671,347.3905,SP
1687,480475.1348,1849803.485,346.8313,SP
1688,480471.4059,1849805.591,346.3945,SP
1689,480473.713,1849807.902,346.4507,SP
1690,480476.569,1849811.567,347.0168,SP
1691,480476.0177,1849816.529,346.6481,SP
1692,480453.829,1849825.37,344.0642,SP
1693,480453.5828,1849823.783,344.2536,SP
1694,480451.9098,1849818.689,344.607,SP
1695,480451.9125,1849816.336,344.5467,SP
1696,480450.0577,1849814.982,344.3074,SP
1697,480444.8166,1849817.679,343.7983,SP
1698,480438.4451,1849822.078,343.0838,SP
1699,480431.0527,1849826.078,342.3476,SP
1700,480428.1049,1849829.56,341.9321,SP
1701,480430.5837,1849832.84,342.7537,SP
1702,480432.4128,1849836.688,342.1712,SP
1703,480433.4593,1849839.106,341.7391,SP
1704,480415.5747,1849850.046,340.0183,SP
1705,480418.8952,1849853.269,339.6911,SP
1706,480412.7376,1849849.526,339.997,SP
1707,480411.471,1849847.805,339.7382,SP
1708,480409.8589,1849847.615,339.3378,SP
1709,480406.6642,1849847.671,338.8149,SP
1710,480401.2,1849852.234,337.903,SP
1711,480395.5084,1849858.287,336.9205,SP
1712,480392.5429,1849862.703,336.7369,SP
1713,480394.2295,1849864.453,336.8581,SP
1714,480399.2363,1849867.373,337.5984,SP
1715,480402.6899,1849872.028,337.2168,SP
1716,480387.6409,1849887.824,334.5239,SP
1717,480386.6837,1849887.407,333.9383,SP
1718,480385.4131,1849886.868,333.5021,SP
1719,480383.2407,1849884.941,334.2022,SP
1720,480378.4173,1849883.946,334.0211,SP
1721,480379.8977,1849879.611,334.665,EOC
1722,480377.6272,1849877.585,334.9186,EOC
1723,480376.6165,1849886.51,333.6229,SP
1724,480372.6828,1849894.606,332.286,SP
1725,480370.1274,1849901.368,330.9865,SP
1726,480367.9083,1849906.895,330.0426,SP
1727,480370.5236,1849907.479,329.8879,SP
1728,480372.471,1849907.64,328.869,SP
1729,480374.2328,1849907.631,328.7302,SP
1730,480377.6086,1849908.977,331.226,SP
1731,480379.2782,1849909.29,331.3412,SP
1732,480377.1312,1849931.168,327.7637,SP
1733,480375.5117,1849930.285,327.6197,SP
1734,480372.916,1849928.865,327.4008,SP
1735,480370.5651,1849928.964,327.0777,SP
1736,480369.7394,1849929.311,326.173,SP
1737,480365.6674,1849930.78,325.8369,SP
1738,480367.1138,1849930.93,325.7747,SP
1739,480365.348,1849935.354,325.0881,SP
1740,480366.3178,1849943.47,324.1423,SP
1741,480368.51,1849949.226,323.6213,SP
1742,480370.2715,1849955.364,322.9905,SP
1743,480371.2781,1849955.043,322.7411,SP
1744,480372.8277,1849954.435,323.1524,SP
1745,480375.5803,1849953.502,324.8316,SP
1746,480380.1659,1849951.72,324.876,SP
1747,480382.3292,1849950.849,324.9722,SP
1748,480388.7089,1849974.825,321.7781,SP
1749,480385.05,1849976.165,321.4234,SP
1750,480381.7626,1849976.657,321.1161,SP
1751,480379.7974,1849976.979,320.6286,SP
1752,480376.9912,1849977.568,320.2504,SP
1753,480378.9468,1849983.074,319.4046,SP
1754,480382.6622,1849992.413,318.4517,SP
1755,480387.0048,1849999.16,318.1546,SP
1756,480388.5886,1850002.333,318.0031,SP
1757,480391.1753,1849998.919,318.0815,SP
1758,480396.5106,1849995.8,318.0067,SP
1759,480398.5721,1849994.244,318.2335,SP
1760,480412.2758,1850012.45,317.5327,SP
1761,480408.279,1850016.401,317.6094,SP
1762,480405.4647,1850018.707,317.5036,SP
1763,480402.7822,1850020.013,317.6347,SP
1764,480402.2608,1850021.698,317.5284,SP
1765,480406.3783,1850026.174,317.4751,SP
1766,480411.6101,1850031.752,317.579,SP
1767,480412.9772,1850033.162,317.5929,SP
1768,480416.7693,1850036.679,317.3822,SP
1769,480420.6046,1850040.779,317.4443,SP
1770,480423.2372,1850037.438,317.6535,SP
1771,480427.1282,1850034.488,317.9859,SP
1772,480429.3246,1850030.542,317.939,SP
1773,480446.4552,1850046.626,319.5985,SP
1774,480445.4583,1850048.311,319.6252,SP
1775,480443.1655,1850050.226,319.279,SP
1776,480440.5336,1850052.052,318.7802,SP
1777,480440.0321,1850057.02,317.2788,SP
1778,480444.5789,1850060.743,317.0842,SP
1779,480453.7976,1850067.203,317.3934,SP
1780,480458.8276,1850073.044,317.3892,SP
1781,480459.3709,1850070.86,317.6109,SP
1782,480462.0068,1850066.403,318.6092,SP
1783,480466.9272,1850063.909,319.6305,SP
1784,480456.1681,1850067.402,317.4451,PA0.400M
1785,480456.402,1850067.333,316.9921,INV
1786,480456.7268,1850066.894,317.1955,SP
1787,480475.6354,1850089.906,318.3037,SP
1788,480479.0785,1850086.993,320.0693,SP
1789,480484.1746,1850084.353,321.5396,SP
1790,480475.2429,1850092.16,318.1562,SP
1791,480478.9905,1850097.728,318.1612,SP
1792,480482.7426,1850104.063,318.2567,SP
1793,480486.8458,1850112.519,318.3414,SP
1794,480489.0615,1850111.797,319.2837,SP
1795,480490.527,1850111.174,320.0398,SP
1796,480494.5095,1850108.877,321.0512,SP
1797,480497.7797,1850106.414,322.2104,SP
1798,480506.138,1850131.789,321.8532,SP
1799,480503.5534,1850133.493,321.199,SP
1800,480500.8933,1850134.274,320.4392,SP
1801,480497.8091,1850134.533,318.251,SP
1802,480498.1005,1850138.658,318.0791,SP
1803,480500.0081,1850144.699,318.3642,SP
1804,480502.5468,1850145.071,317.7376,INV
1805,480502.4897,1850145.05,318.1805,PA0.400M
1806,480503.0035,1850144.932,318.1811,SP
1807,480497.1787,1850147.137,317.8913,PA0.400M
1808,480496.9744,1850147.155,317.5527,INV
1809,480502.7819,1850151.005,318.2478,SP
1810,480505.1375,1850157.857,318.182,SP
1811,480507.2924,1850156.848,318.7865,SP
1812,480512.3607,1850157.131,319.5982,SP
1813,480516.2803,1850154.59,320.7148,SP
1814,480524.2197,1850176.7,320.5577,SP
1815,480523.6677,1850177.648,320.2629,SP
1816,480519.9688,1850178.715,319.4681,SP
1817,480515.0218,1850181.002,318.52,SP
1818,480513.7623,1850181.582,318.5456,SP
1819,480516.6895,1850187.269,318.7283,SP
1820,480520.6182,1850194.686,319.3762,SP
1821,480523.4913,1850201.687,320.1386,SP
1822,480525.2505,1850204.519,320.5339,SP
1823,480526.1992,1850204.62,320.4072,SP
1824,480526.6752,1850204.601,320.5187,EOL
1825,480523.8178,1850205.938,320.4239,EOL
1826,480530.1306,1850201.641,322.7111,SP
1827,480534.2344,1850200.015,324.261,SP
1828,480535.9632,1850199.056,324.6095,SP
1829,480546.7052,1850223.09,325.4956,SP
1830,480545.245,1850224.959,325.007,SP
1831,480543.0738,1850225.653,324.3275,SP
1832,480540.5978,1850226.535,323.4104,SP
1833,480537.6767,1850225.72,321.7685,SP
1834,480536.8297,1850226.5,321.4117,SP
1835,480534.4229,1850227.981,321.0589,SP
1836,480535.7859,1850230.575,320.8293,SP
1837,480538.0369,1850235.522,320.4832,SP
1838,480539.5987,1850240.087,320.1286,SP
1839,480542.2069,1850245.036,319.7598,SP
1840,480545.1652,1850250.767,319.5493,SP
1841,480548.3353,1850250.022,321.2353,SP
1842,480550.3867,1850247.505,322.8926,SP
1843,480553.7542,1850245.849,324.9146,SP
1844,480555.3307,1850244.878,326.0414,SP
1845,480568.9128,1850265.831,324.3561,SP
1846,480566.3713,1850266.645,323.3335,SP
1847,480563.7899,1850268.413,322.3968,SP
1848,480560.1179,1850270.169,320.5813,SP
1849,480557.8233,1850271.352,319.1968,SP
1850,480558.7966,1850276.809,318.9468,SP
1851,480563.3629,1850284.428,318.7335,SP
1852,480566.9964,1850290.731,318.6661,SP
1853,480570.4374,1850293.827,318.6197,SP
1854,480570.7424,1850293.609,318.6224,EOL
1855,480567.0616,1850295.559,318.4962,EOL
1856,480573.1715,1850292.925,319.8772,SP
1857,480575.0113,1850291.604,321.3292,SP
1858,480578.5149,1850289.511,323.0925,SP
1859,480590.8217,1850309.941,323.8785,SP
1860,480590.1117,1850310.951,323.1472,SP
1861,480587.6857,1850313.19,321.0895,SP
1862,480584.0441,1850314.492,319.1889,SP
1863,480580.0715,1850314.739,318.8346,SP
1864,480586.308,1850323.564,319.2241,SP
1865,480591.2366,1850330.505,319.4002,SP
1866,480597.2175,1850337.61,319.7451,SP
1867,480600.5503,1850336.516,319.7193,SP
1868,480601.1614,1850331.449,322.2839,SP
1869,480604.8689,1850329.51,324.6289,SP
1870,480625.5794,1850345.652,319.9512,SP
1871,480620.4225,1850348.614,319.7504,SP
1872,480616.9118,1850352.039,319.6983,SP
1873,480631.5146,1850373.61,320.27,SP
1874,480636.0025,1850369.85,319.9308,SP
